name,organization,homepage,logo,twitter,crunchbase_url,funding,member,relation,tag,license,headquarters,description,crunchbase_description,crunchbase_homepage,crunchbase_city,crunchbase_region,crunchbase_country,crunchbase_twitter,crunchbase_linkedin,crunchbase_ticker,crunchbase_kind,crunchbase_min_employees,crunchbase_max_employees,category,subcategory,oss,github_repo,github_stars,github_description,github_latest_commit_date,github_latest_commit_link,github_latest_release_date,github_latest_release_link,github_start_commit_date,github_start_commit_link,github_contributors_count,github_contributors_link,accepted,incubation,graduated,dev_stats_url,artwork_url,blog_url,mailing_list_url,slack_url,youtube_url,chat_channel,last_audit_date,last_audit_url,2025_value
"Qualcomm, Inc. (member)",Qualcomm,https://qualcomm.com/,logos/a7c9d81744605bbfd80ce3f4ce8399beaa781ab1d68a6d9951a4cdc7002d1054.svg,https://twitter.com/Qualcomm,https://www.crunchbase.com/organization/qualcomm,3500000.0,Premier,member,,,"San Diego, California, United States","Founded in 1985, QUALCOMM is a global semiconductor company, known for designing, manufacturing, and marketing digital wireless communications equipment and services. The company generates the majority of its sales through the development and marketing of semiconductor chips and system software based on code-division multiple access (CDMA) and other technologies. They are headquartered in San Diego, California.

--- Merged Data:

Qualcomm is a semiconductor company that manufactures and markets digital wireless telecommunications products and services. They are engaged in the development and commercialization of a digital communication technology called code division multiple a...","Qualcomm designs wireless technologies and semiconductors that power connectivity, communication, and smart devices.",http://www.qualcomm.com,San Diego,California,United States,http://www.twitter.com/Qualcomm,https://www.linkedin.com/company/qualcomm,QCOM,funding,10001.0,,PyTorch Members,Premier,,,,,,,,,,,,,,,,,,,,,,,,,
raster-vision,Azavea,https://docs.rastervision.io/,logos/7f48d1f43ed40f3c3dda9f013919d00e801e756dabb5def767474c58f08cf117.svg,http://twitter.com/azavea,https://www.crunchbase.com/organization/azavea,150000.0,,,,Other,"Philadelphia, Pennsylvania, United States","Raster Vision is an open source library and framework for Python developers building computer vision models on satellite, aerial, and other large imagery sets (including oblique drone imagery). There is built-in support for chip classification, object detection, and semantic segmentation using PyTorch.",Azavea creates civic geospatial software.,https://www.azavea.com,Philadelphia,Pennsylvania,United States,http://twitter.com/azavea,https://www.linkedin.com/company/azavea,,funding,11.0,50.0,Modeling,Computer Vision,True,https://github.com/azavea/raster-vision,2160.0,An open source library and framework for deep learning on satellite and aerial imagery.,2025-08-05,https://github.com/azavea/raster-vision/commit/3c18a7aac972d1af883cc1b1acfd0c5dd06704ab,2024-08-30,https://github.com/azavea/raster-vision/releases/tag/v0.31.1,2017-02-02,https://github.com/azavea/raster-vision/commit/4657ccc02a2b70b2fa1f68d57add5c913dfe340f,38.0,https://github.com/azavea/raster-vision/graphs/contributors,,,,,,,,,,,,,11.430000000000001
Ray,Anyscale,https://github.com/ray-project/ray,logos/3975c0f455d00dfab6b5c78281eb7c5dd6ffcf105bcc8c78764eb09a5ed534a6.svg,https://twitter.com/anyscalecompute,https://www.crunchbase.com/organization/anyscale,259000000.0,,,,Apache License 2.0,"San Francisco, California, United States",Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads.,"Anyscale accelerates the development and productionization of any AI app, on any cloud, at any scale.",https://anyscale.com,San Francisco,California,United States,https://twitter.com/anyscalecompute,https://www.linkedin.com/company/joinanyscale,,funding,101.0,250.0,Training,Distributed,True,https://github.com/ray-project/ray,39008.0,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads.,2025-09-20,https://github.com/ray-project/ray/commit/3825ca8327f9befcb046ae474eff66bd7ce06560,2025-09-19,https://github.com/ray-project/ray/releases/tag/ray-2.49.2,2016-02-07,https://github.com/ray-project/ray/commit/3655dfbc2363713c7d9e924d209566972d95a35f,1350.0,https://github.com/ray-project/ray/graphs/contributors,,,,,,,,,,,,,2797.74
Rebellions (member),,https://rebellions.ai/,logos/03440ced7e98d1b2bcc016c1a3fa6e142c4e1a87e8f4e41fdfd986d44b23a1a7.svg,,,,,,,,,Rebellions revolutionizes AI silicon with rebellious compute power and energy-efficient semiconductor solutions.,,,,,,,,,,,,PyTorch Members,General,,,,,,,,,,,,,,,,,,,,,,,,,
Renate,Amazon Web Services,https://renate.readthedocs.io/en/latest/,logos/e9fb21ed75b6d1f586d07a501eb6f349489335f0bbc79c436f625b5f0e753577.svg,https://x.com/awscloud,https://www.crunchbase.com/organization/amazon-web-services,,Premier,member,,Apache License 2.0,"Seattle, Washington, United States",Renate is a Python package for automatic retraining of neural networks models. It uses advanced Continual Learning and Lifelong Learning algorithms to achieve this purpose.,Amazon Web Services provides information technology infrastructure services to businesses in the form of web services.,http://aws.amazon.com,Seattle,Washington,United States,https://x.com/awscloud,https://www.linkedin.com/company/amazon-web-services,,,10001.0,,Training,Continuous Learning,True,https://github.com/awslabs/Renate,297.0,Library for automatic retraining and continual learning,2024-07-02,https://github.com/awslabs/Renate/commit/6e59d3c1cfb690e80de1570c4bef7d205700b654,2024-07-02,https://github.com/awslabs/Renate/releases/tag/v0.5.2,2022-10-26,https://github.com/awslabs/Renate/commit/f54c425ef63163f479b66c539827e8999271c45e,8.0,https://github.com/awslabs/renate/graphs/contributors,,,,,,,,,,,,,
Rensselaer Polytechnic Institute (member),Rensselaer Polytechnic Institute,https://rpi.edu/,logos/014fdbce6146f38a201cec7df44012eacf12964f2d7dc06d29c4a97d57fe8edd.svg,https://twitter.com/rpi,https://www.crunchbase.com/organization/rensselaer-polytechnic-institute,49303.0,Associate,member,,,"Troy, New York, United States","Rensselaer Polytechnic Institute is a private research university located in Troy, New York. The university is one among a small group of polytechnic universities in the United States which tend to be primarily devoted to the instruction of technical arts and applied sciences.","Rensselaer Polytechnic Institute is a technological research university that offers bachelor's, master's, and doctoral degrees.",http://www.rpi.edu/,Troy,New York,United States,https://twitter.com/RPInews,https://www.linkedin.com/edu/school?id=19005&trk=edu-up-nav-menu-home,,funding,1001.0,5000.0,PyTorch Members,Associate,,,,,,,,,,,,,,,,,,,,,,,,,
RoMa,Meta,https://naver.github.io/roma/,logos/854eb858a0e2e8dc7b30e28631988dfc00c97e1775f3e74f3f1b37e2010c5954.svg,https://x.com/Meta,https://www.crunchbase.com/organization/facebook,54608817488.0,Premier,archived,,Other,"Menlo Park, California, United States","RoMa (which stands for Rotation Manipulation) provides differentiable mappings between 3D rotation representations, mappings from Euclidean to rotation space, and various utilities related to rotations.","Meta is a social technology company that enables people to connect, find communities, and grow businesses.",https://www.meta.com,Menlo Park,California,United States,https://x.com/Meta,https://www.linkedin.com/company/meta,META,funding,10001.0,,Modeling,3D,True,https://github.com/naver/roma,601.0,RoMa: A lightweight library to deal with 3D rotations in PyTorch.,2025-07-30,https://github.com/naver/roma/commit/1d32a8d7cf55b860861a495b8dca34e5c94be59e,,,2021-06-29,https://github.com/naver/roma/commit/f61ff7b903b80df70ad463b4814f80233111e5a8,3.0,https://github.com/naver/roma/graphs/contributors,,,,,,,,,,,,,
SGLang,UC Berkeley,https://docs.sglang.ai/,logos/d478de67abdeacb9196f40136cd8410527548cea8b4e549a5221f08c2ce531bc.svg,https://www.twitter.com/berkeleyischool,https://www.crunchbase.com/organization/uc-berkeley-school-of-information,,,,,Apache License 2.0,"Berkeley, California, United States",SGLang is a fast serving framework for large language models and vision language models.,UC Berkeley is a graduate research and education community that has different academic programs and research across various disciplines.,https://www.ischool.berkeley.edu,Berkeley,California,United States,https://www.twitter.com/berkeleyischool,https://www.linkedin.com/school/uc-berkeley-school-of-information/,,,101.0,250.0,Optimizations,General,True,https://github.com/sgl-project/sglang,18087.0,SGLang is a fast serving framework for large language models and vision language models.,2025-09-22,https://github.com/sgl-project/sglang/commit/0f04a5f428b27b4f011473787de93f3115e832a6,2025-09-12,https://github.com/sgl-project/sglang/releases/tag/v0.5.2,2023-10-09,https://github.com/sgl-project/sglang/commit/f6d40df0ee1e1fc53db3edc04bf90575f221cf23,663.0,https://github.com/sgl-project/sglang/graphs/contributors,,,,,,,,,,,,,2978.6400000000003
SimulAI,IBM,https://ibm.github.io/simulai/,logos/52d2378814907baeac4813eba9000d2ac5fb8a804f9c7a621b96003bdc3738e2.svg,https://x.com/IBM,https://www.crunchbase.com/organization/ibm,,Premier,member,,Apache License 2.0,"Armonk, New York, United States",A toolkit with data-driven pipelines for physics-informed machine learning.,"IBM is an IT technology and consulting firm providing computer hardware, software, infrastructure, and hosting services.",http://www.ibm.com,Armonk,New York,United States,https://x.com/IBM,https://www.linkedin.com/company/ibm,IBM,,10001.0,,Modeling,Specialized,True,https://github.com/IBM/simulai,192.0,A toolkit with data-driven pipelines for physics-informed machine learning.,2024-08-21,https://github.com/IBM/simulai/commit/4d2f187231f163efb37f00a8f7805e2a93444399,2024-02-13,https://github.com/IBM/simulai/releases/tag/0.99.28,2022-11-03,https://github.com/IBM/simulai/commit/84cd11647e35723d1d05b9fd21e22d1aa5672c2a,11.0,https://github.com/IBM/simulai/graphs/contributors,,,,,,,,,,,,,
skorch,Meta,https://github.com/skorch-dev/skorch,logos/5fd4c8f1c65f2f5281e64ebe6b8e82bca7b16608042672804f452b8d8f2b1d98.svg,https://x.com/Meta,https://www.crunchbase.com/organization/facebook,54608817488.0,Premier,member,,"BSD 3-Clause ""New"" or ""Revised"" License","Menlo Park, California, United States",A scikit-learn compatible neural network library that wraps PyTorch.,"Meta is a social technology company that enables people to connect, find communities, and grow businesses.",https://www.meta.com,Menlo Park,California,United States,https://x.com/Meta,https://www.linkedin.com/company/meta,META,funding,10001.0,,Training,General,True,https://github.com/skorch-dev/skorch,6114.0,A scikit-learn compatible neural network library that wraps PyTorch,2025-08-15,https://github.com/skorch-dev/skorch/commit/90add47440c4322e3c791e335591aedd7a117960,2025-08-08,https://github.com/skorch-dev/skorch/releases/tag/v1.2.0,2017-07-18,https://github.com/skorch-dev/skorch/commit/3cca3b439fddae5aab7e4946147d04a5f5ab20d2,68.0,https://github.com/skorch-dev/skorch/graphs/contributors,,,,,,,,,,,,,26.21
Snowflake Inc. (member),Snowflake,https://snowflake.com/,logos/4d6d78644e94d70800143ba8fae54a3ede697c8be9c79e48d7640c99c4431a32.svg,https://twitter.com/SnowflakeDB,https://www.crunchbase.com/organization/snowflake-computing,2029355548.0,Premier,member,,,"San Mateo, California, United States",Snowflake Inc. is a cloud-based data-warehousing startup that was founded in 2012.,Snowflake is a cloud data platform that provides a data warehouse as a service designed for the cloud.,https://www.snowflake.com,San Mateo,California,United States,https://x.com/SnowflakeDB,https://www.linkedin.com/company/snowflake-computing,SNOW,funding,5001.0,10000.0,PyTorch Members,Premier,,,,,,,,,,,,,,,,,,,,,,,,,
Speedster,Nebuly,https://www.nebuly.com/,logos/ec9ec4b18b7c4f05d7caecffa57b81cf8639ba3442d8cbadba3b2bf53e806961.svg,https://twitter.com/nebuly_ai,https://www.crunchbase.com/organization/nebuly,,,archived,,,"San Francisco, California, United States",Speedster reduces inference costs by leveraging SOTA optimization techniques that best couple your AI models with the underlying hardware (GPUs and CPUs).,User Analytics for LLMs,https://nebuly.com,San Francisco,California,United States,https://twitter.com/nebuly_ai,https://www.linkedin.com/company/nebuly,,,11.0,50.0,Optimizations,Compilers & Runtimes,,,,,,,,,,,,,,,,,,,,,,,,,
Stable Baselines3,German Aerospace Center Careers (DLR),https://stable-baselines3.readthedocs.io/,logos/a0f8f03828e020f203be7c6c0e19ccab88e2fe89feeaad3d517c79033bae9edf.svg,,https://www.crunchbase.com/organization/german-aerospace-center-careers-dlr,,,,,MIT License,"Cologne, Nordrhein-Westfalen, Germany",Stable Baselines3 (SB3) is a set of implementations of reinforcement learning algorithms,"German Aerospace Center conduct research and development activities in the fields of energy and transport, aeronautics, and space.",https://www.dlr.de/en/careers,Cologne,Nordrhein-Westfalen,Germany,,,,,10001.0,,Training,Reinforcement Learning,True,https://github.com/DLR-RM/stable-baselines3,11558.0,"PyTorch version of Stable Baselines, reliable implementations of reinforcement learning algorithms. ",2025-09-13,https://github.com/DLR-RM/stable-baselines3/commit/440ccdd2acb90168a434db955b0c0e9a1c0854e1,2025-07-25,https://github.com/DLR-RM/stable-baselines3/releases/tag/v2.7.0,2019-09-05,https://github.com/DLR-RM/stable-baselines3/commit/ad6076bb7afbb16c339433424a477bc7d681ea3e,165.0,https://github.com/DLR-RM/stable-baselines3/graphs/contributors,,,,,,,,,,,,,81.30999999999999
stoke,Meta,https://fidelity.github.io/stoke/,logos/00076432de043a325ce5d921de4d7474db9c0f85e50fdc5f48ef3bc425417831.svg,https://x.com/Meta,https://www.crunchbase.com/organization/facebook,54608817488.0,Premier,archived,,Apache License 2.0,"Menlo Park, California, United States","A lightweight wrapper for PyTorch that provides a simple declarative API for context switching between devices (e.g. CPU, GPU), distributed modes, mixed-precision, and PyTorch extensions. This allows you to switch from local full-precision CPU to mixed-precision distributed multi-GPU with extensions (like optimizer state sharding) by simply changing a few declarative flags.","Meta is a social technology company that enables people to connect, find communities, and grow businesses.",https://www.meta.com,Menlo Park,California,United States,https://x.com/Meta,https://www.linkedin.com/company/meta,META,funding,10001.0,,Training,General,True,https://github.com/StanfordPL/stoke,792.0,STOKE: A stochastic superoptimizer and program synthesizer,2020-12-04,https://github.com/StanfordPL/stoke/commit/98d8a0f028f2daf2052bfe607dbc32ec8d55ba9e,2015-01-09,https://github.com/StanfordPL/stoke/releases/tag/2.1,2014-02-12,https://github.com/StanfordPL/stoke/commit/c055a924391ae94d6ae72128582de9e4531277ef,18.0,https://github.com/StanfordPL/stoke/graphs/contributors,,,,,,,,,,,,,0.14
Substra,Owkin,https://docs.substra.org/,logos/57e63c3a4288f965a164da315553b98b67b369bbee4e6d9a24cdfd6cb43bc380.svg,https://www.twitter.com/owkinscience,https://www.crunchbase.com/organization/owkin-2,304100000.0,,,,,"New York, New York, United States",Substra is used to run complex federated learning experiments at scale.,Owkin is an AI precision medicine company with a vision to find the right drug for every patient.,http://www.owkin.com,New York,New York,United States,https://www.twitter.com/owkinscience,https://www.linkedin.com/company/owkin,,funding,251.0,500.0,Training,Federated Learning,,,,,,,,,,,,,,,,,,,,,,,,,
tensordict,Meta,https://pytorch.org/tensordict/stable/index.html,logos/5ddddd9ee443641b2c5882d52aa76bf112d5194546961ad1d86f9b058801e918.svg,https://x.com/Meta,https://www.crunchbase.com/organization/facebook,54608817488.0,Premier,member,,MIT License,"Menlo Park, California, United States","TensorDict is a dictionary-like class that inherits properties from tensors, such as indexing, shape operations, casting to device etc.","Meta is a social technology company that enables people to connect, find communities, and grow businesses.",https://www.meta.com,Menlo Park,California,United States,https://x.com/Meta,https://www.linkedin.com/company/meta,META,funding,10001.0,,Optimizations,General,True,https://github.com/pytorch/tensordict,966.0,TensorDict is a pytorch dedicated tensor container.,2025-09-11,https://github.com/pytorch/tensordict/commit/fd9740df56a6e58bd195272585f1dd6448d88675,2025-09-08,https://github.com/pytorch/tensordict/releases/tag/v0.10.0,2022-10-05,https://github.com/pytorch/tensordict/commit/ed1533b7ad5b8a7991de9a280eaf54b8af6db3e5,54.0,https://github.com/pytorch/tensordict/graphs/contributors,,,,,,,,,,,,,99.92
TensorLy,NVIDIA,http://tensorly.org/,logos/d4d2be7563e5a626bf144163697a53e71a99556dc4fdeb8b614bdc7a24793a6e.svg,https://www.twitter.com/nvidia,https://www.crunchbase.com/organization/nvidia,4095000000.0,Premier,member,,Other,"Santa Clara, California, United States","TensorLy is a Python library that aims at making tensor learning simple and accessible. It allows to easily perform tensor decomposition, tensor learning and tensor algebra. Its backend system allows to seamlessly perform computation with NumPy, PyTorch, JAX, TensorFlow, CuPy or Paddle, and run methods at scale on CPU or GPU.","NVIDIA is a computing platform company operating at the intersection of graphics, HPC, and AI.",https://www.nvidia.com,Santa Clara,California,United States,https://www.twitter.com/nvidia,https://www.linkedin.com/company/nvidia,NVDA,funding,10001.0,,Optimizations,General,True,https://github.com/tensorly/tensorly,1632.0,TensorLy: Tensor Learning in Python.,2025-05-05,https://github.com/tensorly/tensorly/commit/3912bb9914a86cddbf21327ee387a9401c94dfbf,2024-11-12,https://github.com/tensorly/tensorly/releases/tag/0.9.0,2016-10-20,https://github.com/tensorly/tensorly/commit/53b58af5f5cbcd539b39bfbd56502914c7ff68bc,73.0,https://github.com/tensorly/tensorly/graphs/contributors,,,,,,,,,,,,,17.970000000000002
Texas A&M University (member),Texas A&M University,https://tamu.edu/,logos/8b8d54b4cb84f1ca990ea2748550702d98cb58983c8081b8df067443c812ab66.svg,https://twitter.com/TAMU,https://www.crunchbase.com/organization/texas-a-m-university,38814406.0,Associate,member,,,"College Station, Texas, United States","Texas A&M University is a public research university in College Station, Texas.","Texas A&M University is a public research university offering undergraduate, graduate, and professional degree programs.",http://www.tamu.edu,College Station,Texas,United States,https://x.com/tamu,https://www.linkedin.com/school/texas-a&m-university,,funding,1001.0,5000.0,PyTorch Members,Associate,,,,,,,,,,,,,,,,,,,,,,,,,
TextBrewer,Cognitive Labs,http://textbrewer.hfl-rc.com/,logos/118f11cf04792d06063ccac1204986dcba4db290f95137e3dca685a27b15bb3d.svg,,https://www.crunchbase.com/organization/cognitive-labs,,,archived,,Apache License 2.0,"San Francisco, California, United States",A PyTorch-based knowledge distillation toolkit for natural language processing,Cognitive Labs offers games that enable people to track and monitor their own cognitive performance for certain disorders.,http://cognitivelabs.com,San Francisco,California,United States,,https://www.linkedin.com/company/cognitive-labs,,,1.0,10.0,Modeling,Language,True,https://github.com/airaria/TextBrewer,1678.0,A PyTorch-based knowledge distillation toolkit for natural language processing,2023-05-08,https://github.com/airaria/TextBrewer/commit/2c105fa664bbc10669cd2888bd846d2c9b8afca8,2020-11-11,https://github.com/airaria/TextBrewer/releases/tag/v0.2.1.post1,2020-03-02,https://github.com/airaria/TextBrewer/commit/d41c255fced4d7a995ae90d5aca5a8ab4073787c,7.0,https://github.com/airaria/TextBrewer/graphs/contributors,,,,,,,,,,,,,0.28
The Iheme Isaac Foundation (member),,https://isaacihemefoundation.org/,logos/f6fa329859d640568ed016ec615673beda151a5487ffb94baf4458edbe6eb9bb.svg,,,,,,,,,,,,,,,,,,,,,PyTorch Members,Associate,,,,,,,,,,,,,,,,,,,,,,,,,
TIAToolbox,University of Warwick,https://warwick.ac.uk/fac/cross_fac/tia/,logos/ba4859ff6d65b65bc3b5e1a48fdffcb34c3d0ff8435c11eb1f1aac0120c1224d.svg,http://twitter.com/warwickuni,https://www.crunchbase.com/organization/university-of-warwick,146581.0,,,,Other,"Coventry, Coventry, United Kingdom",TIAToolbox is a computational pathology toolbox for pathology image analysis.,"The University of Warwick is globally connected, forward-looking and entrepreneurial.",https://warwick.ac.uk/,Coventry,Coventry,United Kingdom,http://twitter.com/warwickuni,https://www.linkedin.com/edu/school?id=12731,,funding,5001.0,10000.0,Modeling,Medical & Biology,True,https://github.com/TissueImageAnalytics/tiatoolbox,465.0,"Computational Pathology Toolbox developed by TIA Centre, University of Warwick.",2025-09-12,https://github.com/TissueImageAnalytics/tiatoolbox/commit/3fa051f4ccfbf4338ee588c31c3f39f83a026728,2024-12-12,https://github.com/TissueImageAnalytics/tiatoolbox/releases/tag/v1.6.0,2020-05-28,https://github.com/TissueImageAnalytics/tiatoolbox/commit/18b48dc68378b2a88e50c4e3169334b0163055c3,32.0,https://github.com/TissueImageAnalytics/tiatoolbox/graphs/contributors,,,,,,,,,,,,,108.77
Torch-TensorRT,NVIDIA,https://pytorch.org/TensorRT/,logos/07dbeb39c385db2b246f1fb02d2534f65455facf03f6249afc3eaf34baaddfc1.svg,https://www.twitter.com/nvidia,https://www.crunchbase.com/organization/nvidia,4095000000.0,Premier,member,,"BSD 3-Clause ""New"" or ""Revised"" License","Santa Clara, California, United States","Torch-TensorRT is a inference compiler for PyTorch, targeting NVIDIA GPUs via NVIDIA’s TensorRT Deep Learning Optimizer and Runtime.","NVIDIA is a computing platform company operating at the intersection of graphics, HPC, and AI.",https://www.nvidia.com,Santa Clara,California,United States,https://www.twitter.com/nvidia,https://www.linkedin.com/company/nvidia,NVDA,funding,10001.0,,Optimizations,Compilers & Runtimes,True,https://github.com/pytorch/TensorRT,2861.0,PyTorch/TorchScript/FX compiler for NVIDIA GPUs using TensorRT,2025-09-19,https://github.com/pytorch/TensorRT/commit/892a8701470b76bf52473fc7a06a6c52a44b583b,2025-08-09,https://github.com/pytorch/TensorRT/releases/tag/v2.8.0,2020-03-13,https://github.com/pytorch/TensorRT/commit/1c051a649ca0d9f228760982589ed5675428d8f4,124.0,https://github.com/pytorch/TensorRT/graphs/contributors,,,,,,,,,,,,,360.0199999999999
torchao,Meta,https://pytorch.org/blog/pytorch-native-architecture-optimization/,logos/29541174c7315d9a33fab6002426cf928018070df342f548c2a7900ec384755f.svg,https://x.com/Meta,https://www.crunchbase.com/organization/facebook,54608817488.0,Premier,member,,Other,"Menlo Park, California, United States","PyTorch library for custom data types & optimizations. Quantize and sparsify weights, gradients, optimizers & activations for inference and training.","Meta is a social technology company that enables people to connect, find communities, and grow businesses.",https://www.meta.com,Menlo Park,California,United States,https://x.com/Meta,https://www.linkedin.com/company/meta,META,funding,10001.0,,Optimizations,General,True,https://github.com/pytorch/ao,2362.0,PyTorch native quantization and sparsity for training and inference,2025-09-19,https://github.com/pytorch/ao/commit/ae12e429d4acb29db00d3264e2fa99187d686906,2025-09-02,https://github.com/pytorch/ao/releases/tag/v0.13.0-rc8,2023-11-03,https://github.com/pytorch/ao/commit/bc092ccd1eb5673282d4816a9a3ca26b395ef0b4,155.0,https://github.com/pytorch/ao/graphs/contributors,,,,,,,,,,,,,734.18
torcharrow,Meta,https://pytorch.org/torcharrow/beta/index.html,logos/dc8a65887240806cf1cb53945d67815d3d76f2e1e17a0b5d16f309353a95bf74.svg,https://x.com/Meta,https://www.crunchbase.com/organization/facebook,54608817488.0,Premier,member,,"BSD 3-Clause ""New"" or ""Revised"" License","Menlo Park, California, United States",TorchArrow is a torch.Tensor-like Python DataFrame library for data preprocessing in deep learning. It supports multiple execution runtimes and Arrow as a common format.,"Meta is a social technology company that enables people to connect, find communities, and grow businesses.",https://www.meta.com,Menlo Park,California,United States,https://x.com/Meta,https://www.linkedin.com/company/meta,META,funding,10001.0,,Optimizations,General,True,https://github.com/pytorch/torcharrow,646.0,High performance model preprocessing library on PyTorch,2023-02-18,https://github.com/pytorch/torcharrow/commit/15a7f7124d4c73c8c541547aef072264baab63b7,2022-07-13,https://github.com/pytorch/torcharrow/releases/tag/v0.1.0,2021-10-05,https://github.com/pytorch/torcharrow/commit/136fb70033691984a04d3346b7f0cc5eb48d38c0,51.0,https://github.com/pytorch/torcharrow/graphs/contributors,,,,,,,,,,,,,
torchaudio,Meta,https://pytorch.org/audio/stable/index.html,logos/7f67b89853f34181d3e3278e5419b73ceb170a05044b0bb652b64e48d5e2d885.svg,https://x.com/Meta,https://www.crunchbase.com/organization/facebook,54608817488.0,Premier,member,,"BSD 2-Clause ""Simplified"" License","Menlo Park, California, United States","Torchaudio is a library for audio and signal processing with PyTorch. It provides I/O, signal and data processing functions, datasets, model implementations and application components.","Meta is a social technology company that enables people to connect, find communities, and grow businesses.",https://www.meta.com,Menlo Park,California,United States,https://x.com/Meta,https://www.linkedin.com/company/meta,META,funding,10001.0,,Modeling,Specialized,True,https://github.com/pytorch/audio,2735.0,"Data manipulation and transformation for audio signal processing, powered by PyTorch",2025-09-13,https://github.com/pytorch/audio/commit/87ff22e49ed0e92576c4935ccb8c143daac4a3cd,2025-08-06,https://github.com/pytorch/audio/releases/tag/v2.8.0,2017-05-05,https://github.com/pytorch/audio/commit/094651bd7ec5443c8ef7fe32778c06b788af4192,243.0,https://github.com/pytorch/audio/graphs/contributors,,,,,,,,,,,,,52.5
torchdata,Meta,https://pytorch.org/data/beta/index.html,logos/60ac853b216ed4a15cbd16ef2b4c31ec2f0631168433345586da90e3cf62091a.svg,https://x.com/Meta,https://www.crunchbase.com/organization/facebook,54608817488.0,Premier,member,,"BSD 3-Clause ""New"" or ""Revised"" License","Menlo Park, California, United States",A Beta library of common modular data loading primitives for easily constructing flexible and performant data pipelines.,"Meta is a social technology company that enables people to connect, find communities, and grow businesses.",https://www.meta.com,Menlo Park,California,United States,https://x.com/Meta,https://www.linkedin.com/company/meta,META,funding,10001.0,,Training,General,True,https://github.com/pytorch/data,1226.0,A PyTorch repo for data loading and utilities to be shared by the PyTorch domain libraries.,2025-09-09,https://github.com/pytorch/data/commit/92950795e0790eb74df995daf40b658e85fd2c9f,2025-02-21,https://github.com/pytorch/data/releases/tag/v0.11.0,2021-09-27,https://github.com/pytorch/data/commit/5210201ff970e9af60af9c5fc3bf5ff23b7f6017,99.0,https://github.com/pytorch/data/graphs/contributors,,,,,,,,,,,,,92.57000000000001
torchdistill,,https://yoshitomo-matsubara.net/torchdistill/,logos/e7f768c35d8630cb30c6cfb02844c136898b8a482d863ecc4e60f4ddadb4ad30.svg,,,,,,,MIT License,,Offers various state-of-the-art knowledge distillation methods and enables you to design (new) experiments simply by editing a declarative yaml config file.,,,,,,,,,,,,Training,General,True,https://github.com/yoshitomo-matsubara/torchdistill,1552.0,"A coding-free framework built on PyTorch for reproducible deep learning studies. PyTorch Ecosystem. 🏆26 knowledge distillation methods presented at CVPR, ICLR, ECCV, NeurIPS, ICCV, etc are implemented so far. 🎁 Trained models, training logs and configurations are available for ensuring the reproducibiliy and benchmark.",2025-08-28,https://github.com/yoshitomo-matsubara/torchdistill/commit/8e74f1b01419bceb66297476d82105867f4ac5f8,2025-05-11,https://github.com/yoshitomo-matsubara/torchdistill/releases/tag/v1.1.3,2019-12-18,https://github.com/yoshitomo-matsubara/torchdistill/commit/80e660f0a08a8ec5f703a27087441072be67bbd1,6.0,https://github.com/yoshitomo-matsubara/torchdistill/graphs/contributors,,,,,,,,,,,,,15.46
TorchDrift,Lightning AI,https://torchdrift.org/,logos/7b94cddf3ba924eb7e58f6fb4fb6dab03b4874f5331cf51e61fe7ea15b413d31.svg,https://twitter.com/PyTorchLightnin,https://www.crunchbase.com/organization/grid-ai,108500000.0,Premier,archived,,Other,"New York, New York, United States",TorchDrift is a data and concept drift library for PyTorch. It lets you monitor your PyTorch models to see if they operate within spec.,Lightning AI is the first operating system for AI. Build AI models and Lightning Apps (end to end ML systems).,https://lightning.ai/,New York,New York,United States,https://twitter.com/PyTorchLightnin,https://www.linkedin.com/company/grid-ai/,,funding,11.0,50.0,Modeling,Adversarial & Robustness,True,https://github.com/TorchDrift/TorchDrift,321.0,Drift Detection for your PyTorch Models,2022-08-26,https://github.com/TorchDrift/TorchDrift/commit/3d590e8f25185e68d2749d16372d5c4715e543f5,,,2021-02-11,https://github.com/TorchDrift/TorchDrift/commit/6c8870c18eca49b2c158c06392fd8d4f44c2cc91,4.0,https://github.com/TorchDrift/TorchDrift/graphs/contributors,,,,,,,,,,,,,
torchdrug,Meta,https://torchdrug.ai/,logos/3bfe1124b8618af6e41b5f3da074e88c2bd2ed7a6e1e70cf35dad2f2ecd2ed51.svg,https://x.com/Meta,https://www.crunchbase.com/organization/facebook,54608817488.0,Premier,archived,,Apache License 2.0,"Menlo Park, California, United States",A powerful and flexible machine learning platform for drug discovery,"Meta is a social technology company that enables people to connect, find communities, and grow businesses.",https://www.meta.com,Menlo Park,California,United States,https://x.com/Meta,https://www.linkedin.com/company/meta,META,funding,10001.0,,Modeling,Medical & Biology,True,https://github.com/DeepGraphLearning/torchdrug,1534.0,A powerful and flexible machine learning platform for drug discovery,2023-07-16,https://github.com/DeepGraphLearning/torchdrug/commit/6066fbd82360abb5f270cba1eca560af01b8cc90,2023-07-16,https://github.com/DeepGraphLearning/torchdrug/releases/tag/v0.2.1,2021-08-11,https://github.com/DeepGraphLearning/torchdrug/commit/39ad8c729542c1c8aab490635106b4ee890558a6,17.0,https://github.com/DeepGraphLearning/torchdrug/graphs/contributors,,,,,,,,,,,,,3.12
